team,time,temp,tmin,tmax,prcp,wspd,snwd
NO,2023-11-04,17.7,14.2,22.1,0.0,12.4,
NO,2023-11-05,18.5,15.1,23.6,0.0,11.3,
NO,2023-11-06,19.4,15.5,23.5,0.0,12.4,
NO,2023-11-07,21.2,17.0,26.1,0.0,13.9,
NO,2023-11-08,21.5,17.7,26.3,0.0,15.2,
NO,2023-11-09,22.2,18.2,26.5,0.1,15.8,
NO,2023-11-10,21.6,19.7,24.0,12.6,18.8,
NO,2023-11-11,19.5,18.6,20.4,2.1,21.1,
NO,2023-11-12,19.7,17.0,22.8,0.0,18.4,
NO,2023-11-13,17.4,16.1,18.6,25.8,26.8,
NO,2023-11-14,15.8,15.0,16.7,17.4,28.9,
NO,2023-11-15,16.3,14.9,17.7,4.1,32.3,
NO,2023-11-16,18.6,17.2,20.1,0.0,23.2,
NO,2023-11-17,19.5,17.0,21.7,0.0,11.9,
NO,2023-11-18,19.2,17.1,21.5,0.0,20.1,
NO,2023-11-19,16.0,13.0,18.9,0.0,15.1,
NO,2023-11-20,21.0,16.0,24.7,1.4,24.5,
NO,2023-11-21,19.3,14.6,21.5,19.2,27.2,
NO,2023-11-22,13.9,12.4,15.4,0.0,24.4,
NO,2023-11-23,12.2,10.9,13.1,0.3,12.7,
NO,2023-11-24,12.8,10.9,14.4,1.0,14.1,
NO,2023-11-25,15.3,12.5,18.0,0.0,18.3,
NO,2023-11-26,17.0,13.5,18.3,4.2,22.5,
NO,2023-11-27,10.6,7.8,13.0,0.0,25.7,
NO,2023-11-28,10.6,8.2,13.1,0.0,18.3,
NO,2023-11-29,11.4,8.5,14.7,0.0,17.3,
NO,2023-11-30,14.3,10.9,18.2,5.3,23.7,
NO,2023-12-01,20.5,18.6,23.5,10.7,19.7,
NO,2023-12-02,20.6,19.2,21.8,4.2,19.0,
NO,2023-12-03,18.2,16.2,20.5,0.0,14.7,
NO,2023-12-04,16.1,14.0,18.3,0.0,19.8,
NO,2023-12-05,13.7,11.5,15.6,0.0,16.0,
NO,2023-12-06,11.9,10.5,14.5,0.0,21.8,
NO,2023-12-07,12.3,8.9,16.1,0.0,15.6,
NO,2023-12-08,16.6,12.0,20.6,0.0,12.7,
NO,2023-12-09,20.3,17.7,24.5,0.1,18.1,
NO,2023-12-10,14.1,10.4,17.7,4.7,31.3,
NO,2023-12-11,10.0,7.9,12.6,0.0,14.1,
NO,2023-12-12,11.4,9.4,13.5,0.0,19.3,
NO,2023-12-13,12.0,9.5,14.6,0.0,23.9,
NO,2023-12-14,13.3,10.6,15.6,0.0,28.9,
NO,2023-12-15,15.2,13.5,17.2,0.0,33.8,
NO,2023-12-16,15.1,13.4,16.2,15.7,25.6,
NO,2023-12-17,12.9,11.0,14.5,0.0,26.6,
NO,2023-12-18,12.6,10.0,16.3,0.0,19.3,
NO,2023-12-19,9.1,6.9,11.3,0.0,20.5,
NO,2023-12-20,11.2,9.1,14.3,0.0,20.7,
NO,2023-12-21,12.4,9.9,15.6,0.0,21.1,
NO,2023-12-22,14.9,13.0,18.1,0.0,19.2,
NO,2023-12-23,16.5,14.7,19.8,0.0,23.4,
NO,2023-12-24,17.5,16.6,18.5,47.9,28.5,
NO,2023-12-25,16.2,13.4,18.9,0.1,21.9,
NO,2023-12-26,11.6,10.0,13.1,0.0,14.7,
NO,2023-12-27,13.2,10.6,16.3,0.0,11.9,
NO,2023-12-28,9.1,7.3,12.1,0.0,28.0,
NO,2023-12-29,7.5,5.0,10.3,0.0,26.5,
NO,2023-12-30,8.9,6.6,12.0,0.0,15.1,
NO,2023-12-31,11.1,6.2,16.3,0.0,10.9,
